month,level,score
1,0.0,-0.0732999380929873
1,0.01,0.0017717945344460791
1,0.02,0.03682587994835782
1,0.03,0.05269822473851843
1,0.04,0.06318927382869301
1,0.05,0.0715388315217814
1,0.06,0.0816602820430629
1,0.07,0.08815876524713571
1,0.08,0.09525582583366086
1,0.09,0.1020811519250456
1,0.1,0.10714495118455371
1,0.11,0.11083197979679768
1,0.12,0.11324532985324295
1,0.13,0.11600459768495039
1,0.14,0.11765631368806981
1,0.15,0.11986929747509434
1,0.16,0.12151707117203131
1,0.17,0.1237448082820604
1,0.18,0.12566686286622342
1,0.19,0.12680436878616758
1,0.2,0.12795927905314242
1,0.21,0.12887759537477528
1,0.22,0.12980864383536192
1,0.23,0.13073674227758378
1,0.24,0.1316516181825113
1,0.25,0.13224217660163715
1,0.26,0.1328865328838951
1,0.27,0.13360593256353936
1,0.28,0.13430892579351345
1,0.29,0.1352134473099819
1,0.3,0.13605219220204978
1,0.31,0.13668222230403798
1,0.32,0.13750979287967918
1,0.33,0.13817314278520743
1,0.34,0.1389201975610211
1,0.35,0.13958607175758164
1,0.36,0.13981242934194302
1,0.37,0.14033401817918403
1,0.38,0.1410880674731104
1,0.39,0.14179616204915946
1,0.4,0.14226969734743608
1,0.41,0.1427666891046095
1,0.42,0.1430875999827327
1,0.43,0.14372637185765388
1,0.44,0.14405114484324333
1,0.45,0.1445321698908151
1,0.46,0.14502457963389226
1,0.47,0.14561939884722977
1,0.48,0.14600252025358576
1,0.49,0.14641823334174453
1,0.5,0.14685219608851635
1,0.51,0.14724422481158264
1,0.52,0.14752949729207732
1,0.53,0.14794092323027425
1,0.54,0.14827295580798383
1,0.55,0.14865711888679833
1,0.56,0.14912738056732985
1,0.57,0.14951546113331138
1,0.58,0.14994085430835763
1,0.59,0.15045441222981065
1,0.6,0.1507910757465685
1,0.61,0.15108683592062894
1,0.62,0.1513723186817172
1,0.63,0.15175148829720303
1,0.64,0.15197945887003203
1,0.65,0.1523300443347592
1,0.66,0.15259054946739992
1,0.67,0.15281820883438696
1,0.68,0.1530399150559312
1,0.69,0.15331671714157363
1,0.7,0.1536024485533722
1,0.71,0.15388111845001523
1,0.72,0.15422468571313597
1,0.73,0.15449454602226714
1,0.74,0.1549727329397843
1,0.75,0.1552725797917966
1,0.76,0.1555640910312485
1,0.77,0.15590491890130467
1,0.78,0.15626722987869573
1,0.79,0.15666889431110342
1,0.8,0.15695814275145856
1,0.81,0.15723959479090444
1,0.82,0.15750633915513246
1,0.83,0.15780666633843698
1,0.84,0.15813804343417387
1,0.85,0.15839421782893034
