month,level,score
1,0.0,-0.07220450172740556
1,0.01,0.025921544734605603
1,0.02,0.0452250384782614
1,0.03,0.06775122182212652
1,0.04,0.0802953374157869
1,0.05,0.09163059929588442
1,0.06,0.09671215941470296
1,0.07,0.1026682685451837
1,0.08,0.10784250168937035
1,0.09,0.11239087492468115
1,0.1,0.11532504973841441
1,0.11,0.11892066313102372
1,0.12,0.1230589950551524
1,0.13,0.12774228777224692
1,0.14,0.13133302186889406
1,0.15,0.13457722941029768
1,0.16,0.13672166290604815
1,0.17,0.13811229786438375
1,0.18,0.13966409681432168
1,0.19,0.14129144757907625
1,0.2,0.14244089834391532
1,0.21,0.14363270639286954
1,0.22,0.14478614632808673
1,0.23,0.14596438793831099
1,0.24,0.1470786061104721
1,0.25,0.1481606332760747
1,0.26,0.1488486943609203
1,0.27,0.14959230131525753
1,0.28,0.15030610336773528
1,0.29,0.15105916464073352
1,0.3,0.15174464610164268
1,0.31,0.1524763685554952
1,0.32,0.15288951600835796
1,0.33,0.15317144109980702
1,0.34,0.15379305780708755
1,0.35,0.1541315517046836
1,0.36,0.15481595303648366
1,0.37,0.1553854989114987
1,0.38,0.15608331029225236
1,0.39,0.15633765069049854
1,0.4,0.15688846797590655
1,0.41,0.15733881369868608
1,0.42,0.15783351850127772
1,0.43,0.15828905480179273
1,0.44,0.15866116193963375
1,0.45,0.1591410459698882
1,0.46,0.15955409632632284
1,0.47,0.15993137423030218
1,0.48,0.16015815659621965
1,0.49,0.16063832847991796
1,0.5,0.16100401454506655
1,0.51,0.16144430792381337
1,0.52,0.16191306599248179
1,0.53,0.16222661074940511
1,0.54,0.16263317578820602
1,0.55,0.16293821043441517
1,0.56,0.1632123635326548
1,0.57,0.16349108196937578
1,0.58,0.16385673602352566
1,0.59,0.1641960694390457
1,0.6,0.16451307279011942
1,0.61,0.16490560593192907
1,0.62,0.16522773268024604
1,0.63,0.16546271767397236
1,0.64,0.16588880412794124
1,0.65,0.16625046199631505
1,0.66,0.1665256082793734
1,0.67,0.1671125221302331
1,0.68,0.1672887909283382
1,0.69,0.1675939808432495
1,0.7,0.16783006810639223
1,0.71,0.16814300374432
1,0.72,0.16849062405210904
1,0.73,0.1688203683588193
1,0.74,0.16905566508503636
1,0.75,0.16923243004562127
1,0.76,0.16953633425505088
1,0.77,0.1697640471805913
1,0.78,0.17001941812173416
1,0.79,0.1702820727896453
1,0.8,0.17061436585400214
1,0.81,0.17102828463452485
1,0.82,0.17129068623185256
1,0.83,0.1716071467024989
1,0.84,0.17197918546481478
1,0.85,0.17230431593981616
1,0.86,0.17252707886979868
1,0.87,0.17282721981498406
1,0.88,0.17326583504327966
1,0.89,0.17352204564873108
1,0.9,0.17382336328822282
1,0.91,0.17417068273777983
1,0.92,0.17442074727709833
1,0.93,0.17467599098705483
1,0.94,0.17501949908449482
1,0.95,0.17538365362865788
1,0.96,0.17570618334330704
1,0.97,0.17634581389939497
1,0.98,0.17693894554918338
1,0.99,0.17775204437779887
1,1.0,0.18018832814007513
2,0.0,-0.053591330928583925
2,0.01,0.05422701875813125
2,0.02,0.07774672634917544
2,0.03,0.08725744164282138
2,0.04,0.09693301371467702
2,0.05,0.10099392988707509
2,0.06,0.10644436834475682
2,0.07,0.11019887575027866
2,0.08,0.11337266262087232
2,0.09,0.11643438013089505
2,0.1,0.11875166211578181
2,0.11,0.12047747711771667
2,0.12,0.12287931402821183
2,0.13,0.1253369009660323
2,0.14,0.12699730463377584
2,0.15,0.12821294817422757
2,0.16,0.12981057614660213
2,0.17,0.13200255049908793
2,0.18,0.13315717078630343
2,0.19,0.1350132592866588
2,0.2,0.1366377203384388
2,0.21,0.13813702358322089
2,0.22,0.13962336499185118
2,0.23,0.14056004515185538
2,0.24,0.14197471253796637
2,0.25,0.14329772211572567
2,0.26,0.1440915468077695
2,0.27,0.1450687947137141
2,0.28,0.14623028474468927
2,0.29,0.14716904933756292
2,0.3,0.148354129759918
2,0.31,0.14908545770308643
2,0.32,0.14993205633007578
2,0.33,0.15051883065126423
2,0.34,0.1513619195638884
2,0.35,0.15250447966793843
2,0.36,0.1532312251060097
2,0.37,0.1539059379914515
2,0.38,0.15458356845926258
2,0.39,0.15521417686065764
2,0.4,0.15568022701790163
2,0.41,0.15619726934148723
2,0.42,0.15663002973556128
2,0.43,0.15707360054458652
2,0.44,0.15755903547580247
2,0.45,0.1579053195095177
2,0.46,0.1583100156377024
2,0.47,0.1587097991559762
2,0.48,0.15917946350113932
2,0.49,0.15947201476652265
2,0.5,0.1598447882198867
2,0.51,0.16025024943440935
2,0.52,0.16053333344173623
2,0.53,0.16093426330748573
2,0.54,0.16133198801726364
2,0.55,0.16155538542607856
2,0.56,0.16186467906123536
2,0.57,0.16221921983857188
2,0.58,0.1626281635816605
2,0.59,0.16291086095604462
2,0.6,0.16328067813050057
2,0.61,0.1635282345167919
2,0.62,0.16386124755158077
2,0.63,0.16412879930593316
2,0.64,0.16446332112309173
2,0.65,0.1648274361392449
2,0.66,0.1650136157113295
2,0.67,0.16540388543549592
2,0.68,0.1657240259055744
2,0.69,0.1660041088077749
2,0.7,0.16624381428412036
2,0.71,0.16659756627060743
2,0.72,0.16686152229149387
2,0.73,0.167175465548527
2,0.74,0.16755145058094825
2,0.75,0.16783939455647118
2,0.76,0.1681750583953892
2,0.77,0.1684353030824585
2,0.78,0.1686366361045262
2,0.79,0.1689020785960917
2,0.8,0.1691470053341596
2,0.81,0.1694274261418238
2,0.82,0.1696535670108248
