month,level,score
1,0.0,-0.09221246752433654
1,0.01,0.016602388064941014
1,0.02,0.03540441679562334
1,0.03,0.05599824001712475
1,0.04,0.0729305717886545
1,0.05,0.08295423746143685
1,0.06,0.09224202090570274
1,0.07,0.10130894992896515
1,0.08,0.10649629283947827
1,0.09,0.11218440972041947
1,0.1,0.11608508521929023
1,0.11,0.120499700912823
1,0.12,0.12481201737672791
1,0.13,0.12836944744546025
1,0.14,0.13105319085199466
1,0.15,0.13349101463756136
1,0.16,0.13558972997174734
1,0.17,0.13736393855305404
1,0.18,0.13891188183030537
1,0.19,0.14020665282611214
1,0.2,0.14125898162394385
1,0.21,0.1428140963918509
1,0.22,0.1437691525505269
1,0.23,0.14497314959563729
1,0.24,0.1458668552517716
1,0.25,0.14660989860097884
1,0.26,0.14711999592217068
1,0.27,0.14792209590780672
1,0.28,0.148850101828184
1,0.29,0.14946017950689225
1,0.3,0.15024737767581758
1,0.31,0.1511591852642269
1,0.32,0.1518678849220809
1,0.33,0.15250643337124137
1,0.34,0.15311794314823407
1,0.35,0.15378158109730822
1,0.36,0.154403793001869
1,0.37,0.15494244111641364
1,0.38,0.15556076292541463
1,0.39,0.1559824607015934
1,0.4,0.15654282143303616
1,0.41,0.1569784746028118
1,0.42,0.15745942111417488
1,0.43,0.1578769057476643
1,0.44,0.15824108315659918
1,0.45,0.158588704040299
1,0.46,0.15891928757344526
1,0.47,0.15915233712495588
1,0.48,0.15956883224125576
1,0.49,0.1600037356837463
1,0.5,0.16028041469857873
1,0.51,0.16074498508313537
1,0.52,0.16115837821882914
1,0.53,0.16139119647357786
1,0.54,0.1616589319506845
1,0.55,0.16205630901517143
1,0.56,0.16237059667410847
1,0.57,0.1626666211889164
1,0.58,0.1629752316381187
1,0.59,0.16320346595258994
1,0.6,0.16342691796561215
1,0.61,0.16376133438295792
1,0.62,0.16401765400982843
1,0.63,0.16424559943970532
1,0.64,0.1645494945047288
1,0.65,0.16489761561683033
1,0.66,0.1650725695139906
1,0.67,0.16541548470307074
1,0.68,0.16563407739326202
1,0.69,0.1660161725920372
1,0.7,0.16623455054366448
1,0.71,0.16655119784383599
1,0.72,0.1668511200288661
1,0.73,0.16706870555939962
1,0.74,0.16726992324732284
1,0.75,0.1675714491510844
1,0.76,0.16782364677967826
1,0.77,0.16801988396866396
1,0.78,0.16833323910238016
1,0.79,0.16853805663076227
1,0.8,0.16874902096845523
1,0.81,0.16896456972710835
1,0.82,0.16923977547903382
1,0.83,0.16943762253518846
1,0.84,0.16970570729242496
1,0.85,0.1699650233333816
1,0.86,0.17016113781579018
1,0.87,0.17052250839781674
1,0.88,0.17075915211878123
1,0.89,0.17095733866843585
1,0.9,0.17130701045844404
1,0.91,0.17156852128957736
1,0.92,0.17181085608963506
1,0.93,0.17225974116676332
1,0.94,0.17273650695330198
1,0.95,0.17301835821090059
1,0.96,0.17360583431369578
1,0.97,0.1739218907525669
1,0.98,0.1744890942185878
1,0.99,0.1752740661641252
1,1.0,0.17784844352064472
2,0.0,-0.07323347467152885
2,0.01,0.05086754578594224
2,0.02,0.07006336268313487
2,0.03,0.07961490991652215
2,0.04,0.08797368207455357
2,0.05,0.09480917891926438
2,0.06,0.09898827021056726
2,0.07,0.10294284986145179
2,0.08,0.10752920920817766
2,0.09,0.11044777589841857
2,0.1,0.11258825157795654
2,0.11,0.1147103472183547
2,0.12,0.11719039425775271
2,0.13,0.1203517902267141
2,0.14,0.12233029651701882
2,0.15,0.12460464898586389
2,0.16,0.1262439294809487
2,0.17,0.1279928660170643
2,0.18,0.12926214928564264
2,0.19,0.1314096042763568
2,0.2,0.1326846996878495
2,0.21,0.1349938882692176
2,0.22,0.13638606187935357
2,0.23,0.13758041151737266
2,0.24,0.13935562557696704
2,0.25,0.14092902332995266
2,0.26,0.14240243243641368
2,0.27,0.14342942766458
2,0.28,0.14453411365304092
2,0.29,0.1456238796445509
2,0.3,0.1464337581411605
2,0.31,0.14724484853816816
2,0.32,0.14776687011832734
2,0.33,0.1486511838716349
2,0.34,0.14914199115231896
2,0.35,0.14997063082886936
2,0.36,0.15051103248191858
2,0.37,0.15099304742156036
2,0.38,0.1516784369947986
2,0.39,0.15248093460834297
2,0.4,0.1528852537824156
2,0.41,0.1534514688370946
2,0.42,0.15390565791728897
2,0.43,0.15468590998826076
2,0.44,0.15505074644693684
2,0.45,0.15569475243151357
2,0.46,0.1560864624092066
2,0.47,0.15657928588953887
2,0.48,0.15729550301099102
2,0.49,0.15784610374709546
2,0.5,0.158231533015806
2,0.51,0.15860828957739034
2,0.52,0.15904037266286095
2,0.53,0.15953968706939206
2,0.54,0.15986046899225081
2,0.55,0.16031964537516893
2,0.56,0.16063191125862553
2,0.57,0.1608730782263661
2,0.58,0.1614277970511631
2,0.59,0.16193829972388776
2,0.6,0.16224043075054856
2,0.61,0.16265172918377502
2,0.62,0.16299591773406347
2,0.63,0.16326403921574564
2,0.64,0.16369116873506878
2,0.65,0.16396065896033923
2,0.66,0.16428883417517873
2,0.67,0.16461549082432628
2,0.68,0.1649373921691745
2,0.69,0.1652151972901004
2,0.7,0.16546671350928907
2,0.71,0.16576338806873084
2,0.72,0.1660046290820201
2,0.73,0.16621327591276513
2,0.74,0.16651631430166086
2,0.75,0.1667246736489948
2,0.76,0.1669796022253675
2,0.77,0.16726519021644576
2,0.78,0.1676981030699632
2,0.79,0.1679465525613896
2,0.8,0.1682319568459806
2,0.81,0.1685501198100932
2,0.82,0.16877603330628202
2,0.83,0.16898957848763316
2,0.84,0.16919940533476463
2,0.85,0.16952848528135286
2,0.86,0.16977634939450822
2,0.87,0.1700757801472824
2,0.88,0.17031285579395108
2,0.89,0.17061381351782998
2,0.9,0.17089162360227325
2,0.91,0.1712036377546608
2,0.92,0.17161236069747743
2,0.93,0.17189477507437537
2,0.94,0.17222179419538547
2,0.95,0.17263853291276696
2,0.96,0.17295684877950254
2,0.97,0.17353474952175657
2,0.98,0.1741800651578316
2,0.99,0.17533769255405937
2,1.0,0.17731714217318417
3,0.0,-0.08878785154784974
3,0.01,-0.016008400331545065
3,0.02,0.0037206997730755485
3,0.03,0.019627496698551496
3,0.04,0.03242872752365638
3,0.05,0.044601236218704245
3,0.06,0.054341698456040845
3,0.07,0.05992713969653575
3,0.08,0.07275478986616056
3,0.09,0.08086053963417493
3,0.1,0.08514776383295687
3,0.11,0.0905536518735621
3,0.12,0.0937432368833657
3,0.13,0.09892610337575129
3,0.14,0.10250481853610245
3,0.15,0.10471393416622549
3,0.16,0.10645622451349031
3,0.17,0.10934738855040169
3,0.18,0.11318220092791582
3,0.19,0.11519639811092676
3,0.2,0.11744025269876987
3,0.21,0.11991563038865509
3,0.22,0.12264693178986633
3,0.23,0.12424511694279801
3,0.24,0.12589393314327388
3,0.25,0.12820222773799395
3,0.26,0.12994022244926137
3,0.27,0.13161996708230272
3,0.28,0.13296578590609898
3,0.29,0.13470192674244355
3,0.3,0.13663091806812
3,0.31,0.13768334269818205
3,0.32,0.13905317594341618
3,0.33,0.14013739158819236
3,0.34,0.1411271143793812
3,0.35,0.14230656596897445
3,0.36,0.143731053270369
3,0.37,0.14484757874218154
3,0.38,0.1457269427112378
3,0.39,0.1465960534202044
3,0.4,0.1476691303698652
3,0.41,0.1486315118938911
3,0.42,0.14949248020643846
3,0.43,0.1506165002915124
3,0.44,0.15130751231507056
3,0.45,0.15210336039566685
3,0.46,0.15310901181059053
3,0.47,0.15395698032673155
3,0.48,0.15444017964379042
3,0.49,0.15522322273883704
